Taxon Name	Available at Nursery?	Nurseries	Percent of Nurseries with this Taxon	ID	ModifiedOn	Contributors	InformalClassification	Family	TaxonID	TaxonName	SeeAlso	NameRank	Hybrid	TerminalTaxon	Excluded	Peripheral	Waif	Endemic	Extirpated	OriginCode	Origin	Distribution	Voucher	Comments	
Acer glabrum	True	DerbyCanyonNatives, FourthCornerNursery, FriendlyNativesNursery, OxbowFarmandConservationCenter, PlantasNativaLLC, PlantsoftheWild, RainierSeeds, WabashFarms, WoodbrookNativePlantNursery, 	37.5	4300	2018-05-02 22:04:00	Sharon Rodman	Vascular Plants: Dicots	Sapindaceae	116742	Acer glabrum		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Acer glabrum var. douglasii	False		0.0	4301	2003-10-21 00:00:00	Sharon Rodman	Vascular Plants: Dicots	Sapindaceae	116748	Acer glabrum var. douglasii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Achnatherum hendersonii	False		0.0	5257	2009-04-27 08:33:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132702	Achnatherum hendersonii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Achnatherum hendersonii grows in dry, rocky, shallow soil, in sagebrush or ponderosa pine associations. It is known from only three counties: Yakima and Kittitas counties, Washington, and Crook County, Oregon. Maze (1981) noted that, at one site, A. hendersonii was restricted to areas subject to frost heaving, although under cultivation, it can grow without such disturbance. He hypothesized that its survival in such sites is attributable to a competitive advantage gained by the structure of its root system. Unlike Poa secunda, which grew in the surrounding, undisturbed areas, the outer cortex and epidermis of the roots of A. hendersonii form a sheath around the stele and inner cortex. When the roots are pulled, this sheath slips and breaks but the internal structures remain intact. In Poa secunda, the outer part of the root is attached to the central core and, when the roots are pulled, they break. Achnatherum hendersonii also differs from P. secunda in having relatively few (9–12), evenly distributed roots that extend to 30 cm."	
Achillea	True	DerbyCanyonNatives, FourthCornerNursery, FriendlyNativesNursery, HimaNursery, InsidePassageSeeds, LandHSeeds, NorthwestMeadowscapes, OxbowFarmandConservationCenter, PlantasNativaLLC, PlantsoftheWild, RainierSeeds, WatershedGardenWorks, WoodbrookNativePlantNursery, 	54.17	578	2018-05-02 22:04:00		Vascular Plants: Dicots	Asteraceae	41472	Achillea		genus		N	N	N	N	N	N	N	Native				
Achlys	True	FiretrailNursery, FourthCornerNursery, FriendlyNativesNursery, InsidePassageSeeds, OxbowFarmandConservationCenter, PlantasNativaLLC, WoodbrookNativePlantNursery, 	29.17	1293	2018-05-02 22:04:00		Vascular Plants: Dicots	Berberidaceae	55129	Achlys		genus		N	N	N	N	N	N	N	Native				
Achnatherum hymenoides	True	DerbyCanyonNatives, LandHSeeds, PlantsoftheWild, RainierSeeds, 	16.67	5258	2009-04-27 08:34:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132708	Achnatherum hymenoides		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Achnatherum hymenoides grows in dry, well-drained soils, primarily in the western part of the Flora region and northern Mexico. Specimens from further east may be introduced; it is unknown whether they have persisted. The roots of A. hymenoides are often surrounded by a rhizosheath formed by mucilaginous secretions to which soil particles attach. This rhizosheath harbors nitrogen-fixing organisms that probably contribute to the success of the species as a colonizer."	
Actaea laciniata	False		0.0	3755	2009-04-07 08:55:00	Fred Weinmann	Vascular Plants: Dicots	Ranunculaceae	107368	Actaea laciniata		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA3: "Historically Cimicifuga laciniata had been collected only at Lost Lake on Mount Hood, Oregon. The discovery of many new sites in recent years has led to the removal of this species from state and federal lists of protected plants."	
Achnatherum lemmonii	False		0.0	5259	2018-05-02 22:04:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132724	Achnatherum lemmonii		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Achnatherum lemmonii ssp. lemmonii	False		0.0	5260	2009-04-27 08:37:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132729	Achnatherum lemmonii ssp. lemmonii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Achnatherum lemmonii grows in sagebrush and yellow pine associations, from southern British Columbia to California and east to Utah. It has been confused in the past with A. nelsonii; it differs in having narrower leaves, laterally compressed florets with a thick apical lobe, and longer paleas."	
Actaea	True	InsidePassageSeeds, 	4.17	3752	2018-05-02 22:04:00		Vascular Plants: Dicots	Ranunculaceae	107355	Actaea		genus		N	N	N	N	N	N	N	Native				
Acer macrophyllum	True	BurntRidgeNursery, DerbyCanyonNatives, FourthCornerNursery, HimaNursery, InsidePassageSeeds, OxbowFarmandConservationCenter, PlantasNativaLLC, SoundNativePlants, StormLakeGrowers, WabashFarms, WoodbrookNativePlantNursery, 	45.83	4302	2009-12-15 13:28:00	Sharon Rodman	Vascular Plants: Dicots	Sapindaceae	116782	Acer macrophyllum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Achillea millefolium	True	DerbyCanyonNatives, FourthCornerNursery, FriendlyNativesNursery, HimaNursery, InsidePassageSeeds, LandHSeeds, NorthwestMeadowscapes, OxbowFarmandConservationCenter, PlantasNativaLLC, PlantsoftheWild, RainierSeeds, WoodbrookNativePlantNursery, 	50.0	579	2008-12-01 08:22:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	41529	Achillea millefolium		species		Y	N	N	N	N	N	B	Both native and introduced populations		{"Herbarium":"WTU"}	The varietal taxonomy is complicated by polyploids, ecotypes and ecoclines, here we follow Stace (1997) and Chambers and Sundberg (2000) in not recognizing the numerous intergrading morphologies	
Achnatherum nevadense	False		0.0	5264	2018-08-15 09:36:00		Vascular Plants: Monocots	Poaceae	132759	Achnatherum nevadense		species		Y	N	N	N	N	N	N	Native				
Acer negundo	True	RainierSeeds, 	4.17	4303	2018-05-02 22:04:00	Sharon Rodman	Vascular Plants: Dicots	Sapindaceae	116786	Acer negundo		species		Y	N	N	N	N	N	I	Introduced from east coast, escaped from cultivation		{"Herbarium":"WTU"}		
Achnatherum nelsonii	True	RainierSeeds, 	4.17	5261	2018-05-02 22:04:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132746	Achnatherum nelsonii		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Achnatherum nelsonii ssp. dorei	False		0.0	5262	2009-04-27 08:42:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132749	Achnatherum nelsonii ssp. dorei		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Achnatherum nelsonii subsp. dorei grows from the southern Yukon Territory to California and Wyoming. In regions where both subspecies grow, subsp. dorei is at higher elevations than subsp. nelsonii."	
Achnatherum nelsonii ssp. nelsonii	False		0.0	5263	2018-08-15 09:36:00		Vascular Plants: Monocots	Poaceae	132753	Achnatherum nelsonii ssp. nelsonii		infraspecies		Y	N	N	N	N	N	N	Native				
Achnatherum occidentale	False		0.0	5265	2018-08-15 09:36:00		Vascular Plants: Monocots	Poaceae	132761	Achnatherum occidentale	Achnatherum nelsonii	species		N	N	N	N	N	N	N	Native				
Achnatherum occidentale ssp. californicum	False		0.0	5266	2009-04-27 08:45:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132767	Achnatherum occidentale ssp. californicum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Achnatherum occidentale subsp. californicum grows from Washington through Idaho to southwestern Montana and south to California and Nevada, with disjunct records from south-central Wyoming and southwestern Utah. Its elevation range is 2000–4000 m.<br><br>Johnson (1962) postulated that Achnatherum occidentale subsp. californicum is a hybrid derivative of A. nelsonii and A. occidentale; it intergrades with both. The scattering of longer hairs among shorter hairs on the basal awn segments, combined with the long apical lemma hairs, give florets of subsp. californicum a more untidy appearance than those of the other two subspecies. It resembles A. nevadense in this respect, but differs from that species in the shape of the boundary between the glabrous and strigose portions of the callus, in usually being glabrous below the lower cauline nodes, and in having paleas that are shorter in relation to the lemmas. Plants with scabrous awns are often confused with A. nelsonii subsp. nelsonii; they differ in having sharper calluses, a more elongated extension of the glabrous callus area into the strigose portion of the callus, and, usually, longer awns."	
Achnatherum occidentale ssp. pubescens	False		0.0	5267	2009-04-27 08:47:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132774	Achnatherum occidentale ssp. pubescens		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Achnatherum occidentale subsp. pubescens grows from Washington to California and eastward to Wyoming, at 1300–4700 m. It is the most widespread and variable subspecies of A. occidentale, intergrading with subsp. californicum, A. nelsonii, and A. lettermanii. It differs from the latter two in its shorter paleas and its pilose awns."	
Aconitum	False		0.0	3749	2018-05-02 22:04:00		Vascular Plants: Dicots	Ranunculaceae	107307	Aconitum		genus		N	N	N	N	N	N	N	Native				
Acorus	False		0.0	4576	2018-05-02 22:04:00		Vascular Plants: Monocots	Acoraceae	121851	Acorus		genus		N	N	N	N	N	N	N	Native				
Acer platanoides	False		0.0	4304	2003-10-21 00:00:00	Sharon Rodman	Vascular Plants: Dicots	Sapindaceae	116822	Acer platanoides		species		Y	N	N	N	N	N	I	Introduced from Europe		{"Herbarium":"WTU"}		
Acer pseudoplatanus	False		0.0	4305	2003-10-21 00:00:00	Sharon Rodman	Vascular Plants: Dicots	Sapindaceae	116824	Acer pseudoplatanus		species		Y	N	N	N	N	N	I	Introduced from Europe		{"Herbarium":"WTU"}	Naturalized in Cedar River Watershed and naturally reproducing in other parts of WA (Antieau, personal communication, 2001).	
Achillea ptarmica	False		0.0	580	2008-11-19 10:35:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	41568	Achillea ptarmica		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"Not at WTU; WS?"}	FNA19 lists this species as occurring in WA.  No voucher, reported by R. Old in Kz99.<br><br>FNA19: "Achillea ptarmica is naturalized from Eurasia. "Double-flowered" plants originated as cultivars; apparently, they persist outside of cultivation."	
Achnatherum richardsonii	False		0.0	5268	2009-04-27 08:50:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132792	Achnatherum richardsonii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Achnatherum richardsonii grows in open woodlands and grasslands, often on sand or gravel, from the Yukon Territory to Washington and Manitoba, and south in the Rocky Mountains through Montana and Wyoming to western South Dakota and northern Colorado. Its elevation range is 1000–3100 m. It is readily recognized by its combination of flexuous panicle branches, drooping spikelets, and straight distal awn segments. Scagel and Maze (1984) concluded that putative hybrids between A. richardsonii and A. nelsonii subsp. dorei were merely large plants of subsp. dorei that varied in the direction of A. richardsonii."	
Actaea rubra	True	InsidePassageSeeds, 	4.17	3756	2009-07-28 12:38:00	David Giblin	Vascular Plants: Dicots	Ranunculaceae	107386	Actaea rubra		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA3: "The "eye" formed by the persistent stigma in Actaea rubra is smaller than that in A . pachypoda .<br><br>Actaea rubra is part of a circumboreal complex and is very similar to the black-fruited European species A . spicata Linnaeus, with which it is sometimes considered conspecific. The western North American plants of A . rubra have been called A . arguta and were distinguished on the basis of their smaller berries, more pubescent leaves, and narrow, more dissected leaflets. Those distinctions, however, are weak; specimens from the West often have fruits and leaves similar to those of plants from the East. A thorough study of A . spicata in the broad sense, on a worldwide scale, is needed to resolve the delimitation of taxa within this complex.<br><br>Plants with white fruit, sometimes distinguished as Actaea rubra forma neglecta (Gillman) H. Robinson, are frequent and are more common than the red-fruited form in many localities.<br><br>Native Americans used various preparations made from the roots of Actaea rubra medicinally to treat coughs and colds, sores, hemorrhages, stomachaches, syphilis, and emaciations; preparations from the entire plant as a purgative; and infusions from the stems to increase milk flow. It was also used in various ceremonies (D. E. Moerman 1986)."	
Acer saccharinum	False		0.0	4306	2003-10-21 00:00:00	Sharon Rodman	Vascular Plants: Dicots	Sapindaceae	116839	Acer saccharinum		species		Y	N	N	N	N	N	I	Introduced from other parts of North America		{"Herbarium":"WTU"}		
Achnatherum thurberianum	True	LandHSeeds, RainierSeeds, 	8.33	5269	2009-04-27 08:51:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132810	Achnatherum thurberianum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Achnatherum thurberianum grows in canyons and foothills, primarily in sagebrush desert and juniper woodland associations, from Washington to southern Idaho and southwestern Montana and from California to Utah, at 900–3000 m. Its long ligules and pilose awns make it one of the easier North American species of Achnatherum to identify."	
Achlys triphylla	True	FiretrailNursery, FourthCornerNursery, FriendlyNativesNursery, InsidePassageSeeds, OxbowFarmandConservationCenter, PlantasNativaLLC, WoodbrookNativePlantNursery, 	29.17	1295	2008-09-18 08:28:00	Thayne Tuason	Vascular Plants: Dicots	Berberidaceae	55131	Achlys triphylla	Achlys californica	species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Adonis aestivalis	False		0.0	3758	2008-06-03 08:10:00	Fred Weinmann	Vascular Plants: Dicots	Ranunculaceae	107399	Adonis aestivalis		species		Y	N	N	N	N	N	I	Introduced from Europe		{"Herbarium":"WTU"}	Has this species naturalized in WA?	
Adiantum aleuticum	True	HimaNursery, OxbowFarmandConservationCenter, PlantasNativaLLC, SoundNativePlants, 	16.67	154	2015-03-04 17:24:00	David Giblin	Vascular Plants: Ferns and Lycophytes	Pteridaceae	33423	Adiantum aleuticum		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	The combination A. aleuticum var. subpumilum has been published (Alverson, American Fern Journal, 100(4):230-233. 2010), so the full combination here can be var. aleuticum if one recognizes the distinctiveness of var. subpumilum.<br><br>FNA2: "Although the western maidenhair has traditionally been interpreted as an infraspecific variant of Adiantum pedatum , the two taxa are reproductively isolated and differ in an array of morphologic characteristics. Therefore, they are more appropriately considered separate species (C. A. Paris and M. D. Windham 1988). Morphologic differences between A . pedatum and A . aleuticum are subtle; the two may be separated, however, using characteristics in the key. Adiantum aleuticum occurs in a variety of habitats throughout its range, from moist, wooded ravines to stark serpentine barrens and from coastal cliffs to subalpine boulder fields. Although morphologic differences exist among populations in these diverse habitats, they are not consistent. Consequently, infraspecific taxa are not recognized here within A. aleuticum."	
Adonis annua	False		0.0	3759	2009-02-27 08:39:00	Fred Weinmann	Vascular Plants: Dicots	Ranunculaceae	107401	Adonis annua		species		Y	Y	N	Y	N	N				{"Herbarium":"WTU"}	No confirmed report that species is naturalized in WA. KZ record from St. John, Flora of SE WA. H&C says occ escapee. FNA does not report from WA.	
Adenocaulon bicolor	False		0.0	582	2007-11-15 09:01:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	41606	Adenocaulon bicolor		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Adenocaulon	False		0.0	581	2018-05-02 22:04:00		Vascular Plants: Dicots	Asteraceae	41605	Adenocaulon		genus		N	N	N	N	N	N	N	Native				
Adiantum	True	FiretrailNursery, FriendlyNativesNursery, HimaNursery, OxbowFarmandConservationCenter, PlantasNativaLLC, SoundNativePlants, WoodbrookNativePlantNursery, 	29.17	153	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Pteridaceae	33422	Adiantum		genus		N	N	N	N	N	N	N	Native				
Adonis	False		0.0	3757	2018-05-02 22:04:00		Vascular Plants: Dicots	Ranunculaceae	107397	Adonis		genus		N	N	N	N	N	N	I	Introduced				
Aesculus	False		0.0	4307	2018-05-02 22:04:00		Vascular Plants: Dicots	Sapindaceae	116861	Aesculus		genus		N	N	N	N	N	N	I	Introduced				
Aegilops cylindrica	False		0.0	5271	2009-04-27 08:53:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	132898	Aegilops cylindrica		species		Y	N	N	N	N	N	I	Introduced from southern Europe		{"Herbarium":"WTU"}	FNA24: "Aegilops cylindrica is a widespread weed in North America, being particularly troublesome in winter wheat. It usually grows in disturbed sites such as roadsides, fields, and along railroad tracks. It is native to the Mediterranean region and central Asia, and is adventive in other temperate countries. Hybrids with Triticum aestivum have been found in various parts of North America. Being sterile annuals, they do not persist."	
Aegilops	False		0.0	5270	2018-05-02 22:04:00		Vascular Plants: Monocots	Poaceae	132872	Aegilops		genus		N	N	N	N	N	N	I	Introduced				
Aegopodium	False		0.0	404	2018-05-02 22:04:00		Vascular Plants: Dicots	Apiaceae	38603	Aegopodium		genus		N	N	N	Y	N	N	I	Introduced				
Aesculus hippocastanum	False		0.0	4308	2012-08-07 15:09:00	David Giblin	Vascular Plants: Dicots	Sapindaceae	116885	Aesculus hippocastanum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}		
Aegopodium podagraria	False		0.0	405	2008-09-15 08:55:00	Thayne Tuason	Vascular Plants: Dicots	Apiaceae	38604	Aegopodium podagraria		species		Y	N	N	Y	N	N	I	Introduced; native to Eurasia		{"Herbarium":"WTU"}	Not included in H&C. Naturalization in WA needs to be verified	
Aegilops triuncialis	False		0.0	5272	2009-06-01 12:15:00	David Giblin	Vascular Plants: Monocots	Poaceae	132965	Aegilops triuncialis		species		N	Y	Y	N	N	N				{"Herbarium":"Not at WTU; WS?"}	FNA24: "North American collections of Aegilops triuncialis are from disturbed sites, mostly roadsides and railroads, in California and western Nevada. The native range of the species extends from the Mediterranean area east to central Asia and south to Saudi Arabia. Specimens from the Flora region belong to Aegilops triuncialis var. triuncialis, which has apical spikelets with 5-8 cm central awns on the glumes and 2 well-developed 1-3 cm lateral awns, and lateral spikelets with 2-3 well-developed 1.5-6 cm awns. It differs from A. triuncialis var. persica (Boiss.) Eig, which has apical spikelets with 2-5 cm central awns on the glumes and 2 lateral awns of 1-2 cm, sometimes reduced to teeth, and lateral spikelets with 1 awn to 1.5 cm and 1-2 teeth."	
Podagrostis aequivalvis	False		0.0	5699	2009-07-30 08:54:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	155463	Podagrostis aequivalvis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Podagrostis aequivalvis grows along lake, bog, and stream margins, and in forest fens. it is common in the coastal regions of Alaska and British Columbia, and occurs less frequently inland, as well as to about 1500 m in the Cascade Mountains south to Oregon."	
Agoseris apargioides	False		0.0	587	2018-05-02 22:04:00	David Giblin	Vascular Plants: Dicots	Asteraceae	41717	Agoseris apargioides		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Agoseris apargioides var. maritima	False		0.0	588	2010-04-15 09:59:00	David Giblin	Vascular Plants: Dicots	Asteraceae	41724	Agoseris apargioides var. maritima		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Agastache	True	DerbyCanyonNatives, DesertJewelsNursery, NorthwestMeadowscapes, PlantsoftheWild, 	16.67	2731	2018-05-02 22:04:00		Vascular Plants: Dicots	Lamiaceae	89722	Agastache		genus		N	N	N	N	N	N	N	Native				
Agoseris aurantiaca	False		0.0	589	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	41726	Agoseris aurantiaca		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Agoseris aurantiaca var. aurantiaca	False		0.0	590	2007-07-14 20:47:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	41731	Agoseris aurantiaca var. aurantiaca		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA19:"Variety aurantiaca is widespread in the western cordillera and is disjunct in Quebec. Two morphologic trends occur within this variety. Plants of wetter habitats represent the typical var. aurantiaca; those of drier habitats resemble what past authors have called Agoseris gracilens (including A. gracilens var. greenei). There is a weak geographic trend to this variation, with the aurantiaca phase occurring mostly along the Rocky Mountains axis and the gracilens phase mostly along the Cascade Mountains-Sierra Nevada axis. In their extremes they appear distinct, but their intergradation is so complete that separation becomes arbitrary. Putative hybrids between var. aurantiaca and A. glauca, A. grandiflora, A. monticola, and A. parviflora have been collected.<br><br>Corolla color in var. aurantiaca is variable but most commonly orange. Pink-flowered forms occur sporadically. They have been recognized as Agoseris lackschewitzii. Recognition of pink forms is unmerited; if it were, the older name A. carnea would have priority."	
Agrostis castellana	False		0.0	5281	2009-04-28 08:48:00	David Giblin	Vascular Plants: Monocots	Poaceae	133207	Agrostis castellana		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	FNA24: "Agrostis castellana is native to southern Europe. It was introduced to North America in the 1930s for use in lawns and golf greens, under the name Agrostis tenuis "˜Highland'; commercial samples of "˜Highland' often contain A. capillaris. Escaped plants were collected at least as early as the 1950s, but were not recognized as belonging to A. castellana until the 1990s, when several collections were identified as such in Oregon. Recorded habitats have ranged from sunny gravel roadsides to moist ground alongside cranberry bogs, at elevations from near sea level to over 600 m. In view of its extensive commercial use for over 70 years and its drought tolerance, it is likely that it is more widespread than shown.<br><br>Agrostis castellana belongs to a Eurasian group that includes A. gigantea, A. stolonifera, and A. capillaris. It differs from A. gigantea and A. stolonifera in having shorter, truncate ligules about as short as wide, and in not possessing extensive rhizomes and stolons. It differs from A. capillaris in having clustered rather than diffuse spikelets, more abundant rhizomes, somewhat constricted panicle branches after anthesis, abundantly hairy calluses with hairs up to 0.3(0.6) mm long, and lemmas that are sometimes dorsally pubescent. It also tends to flower somewhat later than A. capillaris."	
Agrostis canina	False		0.0	5279	2018-08-15 09:36:00		Vascular Plants: Monocots	Poaceae	133129	Agrostis canina		species		Y	N	N	N	N	N	N	Native				
Agrostis capillaris	True	LandHSeeds, RainierSeeds, 	8.33	5280	2009-04-28 08:42:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	133154	Agrostis capillaris		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	FNA24: "Agrostis capillaris grows along roadsides and in disturbed areas. It was introduced from Europe, and is now well established in western and eastern North America. It is often used for fine-leaved lawns; commercial seed sold as Agrostis tenuis "˜Highland' usually contains A. capillaris.<br><br>Agrostis capillaris differs from A. gigantea in its short ligules, especially on the vegetative shoots, and the open panicles that lack spikelets near the base of the branches. It differs from A. castellana in having diffuse rather than clustered spikelets, fewer rhizomes, divaricate panicle branches after anthesis, calluses that are glabrous or with hairs up to 0.1 mm long, and glabrous lemmas. It also tends to flower somewhat earlier than A. castellana. Agrostis capillaris readily hybridizes with A. vinealis, the hybrids being somewhat intermediate between the two parents."	
Agropyron cristatum	True	LandHSeeds, RainierSeeds, 	8.33	5276	2009-02-26 15:27:00	David Giblin	Vascular Plants: Monocots	Poaceae	133061	Agropyron cristatum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	FNA24: "Among the more commonly encountered variants of Agropyron cristatum in the Flora region are the cultivar "˜Fairway', which was considered by Dillman (1946) and Dewey (1986) to belong to A. cristatum rather than A. desertorum, and its derivatives "˜Parkway' and "˜Ruff'. The name "Fairway" is also widely used in agricultural circles to refer to any crested wheatgrass that looks like the cultivar "˜Fairway'. "Standard" crested wheatgrass, which Dewey (1986) and others placed in A. desertorum, originally referred to a particular seed lot (S.P.I. 19537) that the Montana Wheatgrowers' Association decided to use as a standard against which to compare the performance of other crested wheatgrass strains. The term is now applied by agronomists to all crested wheatgrasses that are less leafy and have more lanceolate spikes than "Fairway" crested wheatgrasses. There are numerous cultivars of crested wheatgrass available.<br><br>Because it is easy to establish, Agropyron cristatum has often been used to restore productivity to areas that have been overgrazed, burned, or otherwise disturbed. This ability, combined with its high seed production, tends to prevent establishment of most other species, both native and introduced."	
Agoseris elata	False		0.0	592	2007-07-14 20:43:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	41760	Agoseris elata		species	Named	Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Ageratina	False		0.0	583	2018-05-02 22:04:00		Vascular Plants: Dicots	Asteraceae	41629	Ageratina		genus		N	N	N	N	N	N	N	Native				
Agrimonia eupatoria	False		0.0	3922	2018-08-15 09:36:00		Vascular Plants: Dicots	Rosaceae	109266	Agrimonia eupatoria		species		Y	N	N	Y	N	N	I	Introduced				
Agrostis exarata	True	FourthCornerNursery, NorthwestMeadowscapes, 	8.33	5282	2009-04-28 09:23:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	133249	Agrostis exarata		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	H&C recognizes subspecific taxa, whereas FNA24 regards this species as one highly variable taxon.<br><br>FNA24: "Agrostis exarata is common and widely distributed in western North America, usually growing in moist ground in open woodlands, river valleys, tidal marshes, and swamp and lake margins; it also grows in dry habitats such as grasslands and shrublands. It extends from Alaska into Mexico, and is also found in Kamchatka and the Kuril Islands. Eastern North American records probably reflect introductions. It readily colonizes roadsides and bare soil, and exhibits ecological and developmental flexibility. Agrostis exarata is recognized here as a single, variable species that includes what others have treated as distinct species or varieties. Cytotaxonomic study might clarify the basis of the observed variation. Agrostis exarata appears to be related to A. densiflora."	
Agastache foeniculum	True	DesertJewelsNursery, 	4.17	2732	2010-02-11 08:09:00	Fred Weinmann	Vascular Plants: Dicots	Lamiaceae	89729	Agastache foeniculum		species		Y	Y	N	N	N	N				{"Herbarium":"Not at WTU; WS?"}	Not in H&C; WA record based on Gray's Manual 1950.	
Agropyron fragile	True	LandHSeeds, RainierSeeds, 	8.33	5277	2018-08-15 09:36:00		Vascular Plants: Monocots	Poaceae	133088	Agropyron fragile		species		Y	N	N	N	N	N	I	Introduced				
Agrostemma githago	False		0.0	1801	2007-03-20 21:47:00	Perry J. Lund	Vascular Plants: Dicots	Caryophyllaceae	63438	Agrostemma githago		species		N	N	N	N	N	N	I	Introduced, European		{"Herbarium":"WTU"}		
Agrostis gigantea	True	LandHSeeds, RainierSeeds, 	8.33	5283	2010-02-09 14:58:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	133291	Agrostis gigantea		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	FNA24: "Agrostis gigantea grows in fields, roadsides, ditches, and other disturbed habitats, mostly at lower elevations. It is a serious agricultural weed, as well as a valuable soil stabilizer. In the Flora region, its range extends from the subarctic to Mexico; it is considered to be native to Eurasia. It is more heat tolerant than most species of Agrostis.<br><br>Agrostis gigantea has been confused with A. stolonifera, from which it differs in having rhizomes and a more open panicle. Agrostis stolonifera has elongated leafy stolons, mainly all above the surface, that root at the nodes, and the panicles are condensed and often less strongly pigmented than in A. gigantea. Its distribution tends to be more northern and coastal where ditches and pond margins are common habitats, and its stolons enable it to form loose mats. Agrostis gigantea is ecologically adapted to a more extreme climate—hot summers/cold winters and drought—than A. stolonifera. It is also similar to A. capillaris and A. castellana; it differs from both in its longer ligules, from A. capillaris in its less open panicles with spikelets near the base of the branches, and from A. castellana in being more extensively rhizomatous.<br><br>When Agrostis gigantea grows in damp hollows under trees it becomes more like A. stolonifera, particularly when the inflorescence is young, not expanded, and pale. If the rootstock is not collected, identification is a major problem."	
Agoseris glauca	False		0.0	593	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	41770	Agoseris glauca	Agoseris agrestis, Agoseris monticola	species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Agoseris agrestis	False		0.0	586	2018-08-15 09:36:00		Vascular Plants: Dicots	Asteraceae	41715	Agoseris agrestis		species	Named	Y	N	N	N	N	N	N	Native				
